 0.5215865 -0.7811010  0
-1.1117723 -0.6322198  0
-1.9325434 -0.7209321  1
-0.2759256  1.0144007  1
 0.1652461 -0.2049054  1
-1.2138279  0.2233218  1
-0.2761717 -0.1829851  0
 0.7099148  0.5414602  1
 2.0042372  0.9403057  0
-1.0629477  0.2856052  1
-0.0859825 -0.5450095  0
-1.4142327  0.0760834  0
 1.0815476  0.0394704  1
 2.1587886 -0.9913699  1
 1.1151437 -0.7225226  0
-0.2788622 -0.5496945  0
 0.4609771 -0.3259892  0
-0.4983418 -0.8746130  0
 0.3456249 -0.0659478  0
 1.4912867 -0.1040732  1
 0.5548352  0.5677531  1
 0.9111219  0.8007227  1
 1.3138969  0.9190941  1
 1.4561169 -0.3996362  0
 1.2231633 -0.4096294  1
 0.9266421 -0.4933791  0
 0.3621586  0.3572854  1
 1.0845164 -0.4727761  1
 0.5745656 -0.1986123  0
 0.3267609  1.5548984  1
 0.6312930 -0.3106981  0
 0.5491074  0.4654334  1
 1.1043307  0.4945299  1
-1.0976384  0.7811467  1
 0.7466847  0.7664336  1
 0.1741087  0.9222642  1
 0.5282512  1.0343770  1
-0.5847328 -0.3792834  0
 0.1796993  0.0339488  0
-1.9141557  0.5632135  0
 0.4633776 -0.6622608  0
 0.9604565 -0.3438256  0
 1.0510055  0.2901629  1
 1.7078145 -0.1759369  1
 2.5649642  1.2904414  0
 0.3763334 -1.0625177  0
 1.8284799  0.1516995  0
-0.5476678 -0.8231673  0
-0.1210622 -0.5147392  0
 0.1472853  0.8921403  1
-0.7696961 -0.0847948  1
-1.1060382 -0.5997578  0
 0.7166577  0.7984095  1
-0.6612204 -0.6681851  0
 1.6353750  0.4989561  0
-0.2585582  0.6186990  1
-0.3800439 -0.9211443  0
 1.7690440  0.3670676  0
 0.2807393  0.6593671  1
-1.6991411  0.9602751  0
 0.3878730 -0.7251284  0
 1.3483958  0.1321763  1
-1.3083779  0.0093055  0
-0.8709729  0.2481762  1
 0.8092289  0.8233077  1
 0.8293897  0.6619587  1
-1.3267865 -0.2556382  0
 0.9532941  0.6834767  1
 0.9060348  0.3683564  1
-1.6306638 -0.4591728  0
 0.4197846 -0.0120424  1
-0.7916007 -0.0175458  0
 0.2567932  1.1043709  1
-0.0072103  0.9732875  1
-0.3225403 -0.7874586  0
-0.6580928 -0.3913899  0
 0.3995732 -0.7030471  0
-1.6707718  0.4098343  0
-0.5380265 -0.6816160  0
-0.8026399 -0.5733380  0
-0.8666256 -0.6092912  0
 0.4370134  0.4836250  1
 0.5445036 -0.9077298  0
 0.1905484  0.5011186  1
 0.5891860  0.6683462  1
 1.1437264  0.5782140  1
-0.4195774  1.0512102  1
 0.4011180  0.0174785  0
-1.5360001 -0.1811005  1
 0.5664640 -0.5248127  0
-0.2170572 -0.3355512  0
-0.9630634 -0.1564225  0
-0.4251021 -0.0030272  0
-1.0007917  0.3925125  1
-0.5519102  0.5650737  1
-1.4725508 -0.0083642  1
 0.3168765  0.6218128  1
 0.5024105  0.3640562  1
 0.8482078 -0.5419722  0
 0.3892642  0.3473213  1
-0.1118180  0.1289061  1
-0.2855053  0.8952256  1
 0.1155478  0.7927488  1
-0.0669125  0.6239201  1
-0.5621583 -1.2670962  0
 1.1743375  0.1437097  0
-0.1429382 -0.8570220  0
 0.9895605 -0.2090575  0
 0.1004041  0.4611490  1
-0.7799612  0.4531380  1
 0.2148499 -0.5320786  0
 0.1538118 -0.8618695  0
-0.4826437  0.9244166  1
 0.4064392 -0.6644582  0
 1.1909748 -0.2782576  1
 1.2188121 -0.5567456  0
 0.2335318  0.4233967  1
-1.1352424  0.4968893  1
 0.3751032  0.9838581  1
-1.6959860  0.1006708  0
 0.8277682  0.7769828  1
 1.3926304  0.0781587  0
-0.8079047  0.6532508  1
-0.9630676  0.3472300  1
-0.6934008 -0.9654367  0
-0.7759476  0.3698666  1
-1.2051780  0.0542427  1
-0.1983415 -0.3063932  0
 0.5283724 -0.6269072  0
-0.8881955 -0.2200796  0
-0.1019604  1.5481473  1
-0.5531190  0.0121537  0
 1.4040897  0.5780242  0
 0.0282537  0.2029103  1
 0.7385039  0.0422927  1
 0.6189534 -0.8141847  0
 1.5499935  0.1892543  0
 0.2727459 -0.3819420  0
-1.4450491  0.1280153  1
-1.4220477  0.0742442  1
-1.3530338  0.0563864  0
-0.2054986 -0.4822152  0
 1.3164733 -0.3607117  1
 0.2524433  0.8686786  1
-2.9036128 -2.1335329  1
-0.8673531 -0.7641478  0
-0.0607538 -0.1249073  0
-0.7604193  0.3367860  1
 0.5594501 -0.7572941  0
-0.3983167  1.1352121  1
 0.0092513 -0.7568660  0
-0.3635999 -0.1502421  0
 0.2743448 -0.7389712  0
 1.7213890  0.1116572  0
