  0.122192638  0.894691568 -0.925560688  0.491191932  1.043866366
  0.777210872  0.881381240  0.531389033 -0.535845149  0.272252157
  0.658372122  0.531487038 -0.093610369  0.012519999 -0.921731193
  0.570387824 -0.979146007 -1.406763024 -1.065507074 -1.312305889
 -0.932705028 -1.925245748  1.170032919  0.435817162  0.989460818
 -0.899598591  0.857932839  0.647273251  1.156411893 -1.092410505
 -0.598504609  0.146348142  1.258179562 -1.183493669  0.184584878
 -0.032659984  0.045680470 -0.663092730 -0.009133385 -3.123595926
 -0.505873641 -0.382083924 -0.165130832  2.452494971 -1.399297506
  0.693997490 -0.563687433  0.983507662 -0.188123648  1.068213826
  2.313117925  1.018930155  0.944489293  0.557095499
